generation,best_loss,city_1,city_2,city_3,city_4,city_5,city_6,city_7,city_8,city_9,city_10,city_11,city_12,city_13,city_14,city_15,city_16,city_17,city_18,city_19,city_20,city_21,city_22,city_23,city_24,city_25,city_26,city_27,city_28,city_29,city_30,city_31,city_32,city_33,city_34
44,4.70307,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,19,12,26,20,23
45,4.67525,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,25,6,9,22,29,2,28,27,31,12,19,26,20,23
46,4.67241,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,19,12,26,20,23
47,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
48,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
49,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
50,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
51,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
52,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
53,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
54,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
55,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
56,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
57,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
58,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
59,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
60,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
61,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
62,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
63,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
64,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
65,4.6446,0,13,14,10,11,30,4,33,18,5,24,15,16,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
66,4.55283,0,13,14,16,15,24,5,18,33,4,30,11,10,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
67,4.50804,0,13,14,10,11,30,4,16,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
68,4.50804,0,13,14,10,11,30,4,16,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
69,4.50804,0,13,14,10,11,30,4,16,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
70,4.50804,0,13,14,10,11,30,4,16,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
71,4.50804,0,13,14,10,11,30,4,16,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23
72,4.50635,0,14,10,11,30,16,4,15,24,5,18,33,8,1,32,21,7,17,3,6,25,9,22,29,2,28,27,31,12,19,26,20,23,13
73,4.48837,0,13,14,10,11,30,4,16,15,24,22,5,18,33,8,1,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
74,4.48837,0,13,14,10,11,30,4,16,15,24,22,5,18,33,8,1,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
75,4.48837,0,13,14,10,11,30,4,16,15,24,22,5,18,33,8,1,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
76,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
77,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
78,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
79,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
80,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
81,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
82,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
83,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
84,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
85,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
86,4.44262,0,13,14,10,11,30,4,16,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
87,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
88,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
89,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
90,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
91,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
92,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
93,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
94,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
95,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
96,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
97,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
98,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
99,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
100,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
101,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
102,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
103,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
104,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
105,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
106,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
107,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
108,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
109,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
110,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
111,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
112,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
113,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
114,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
115,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
116,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
117,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
118,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
119,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
120,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
121,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
122,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
123,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
124,4.44073,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,6,25,9,29,2,28,27,31,12,19,26,20,23
125,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
126,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
127,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
128,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
129,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
130,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
131,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
132,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
133,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
134,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
135,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
136,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
137,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
138,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
139,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
140,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
141,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
142,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
143,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
144,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
145,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
146,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
147,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
148,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
149,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
150,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
151,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
152,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
153,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
154,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
155,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
156,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
157,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
158,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
159,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
160,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
161,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
162,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
163,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
164,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
165,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
166,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
167,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
168,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
169,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
170,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
171,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
172,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
173,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
174,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
175,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
176,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
177,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
178,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
179,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
180,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
181,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
182,4.43399,0,13,14,10,11,30,16,4,15,24,22,5,18,33,1,8,32,21,7,17,3,25,9,6,29,2,28,27,31,12,19,26,20,23
